id,winpick1,winpick2,winpick3,winpick4,winpick5,losepick1,losepick2,losepick3,losepick4,losepick5
Match_246,Hayabusa,Moskov,Natalia,Xavier,Yu Zhong,Brody,Fanny,Layla,Rafaela,Valentina
Match_247,Fanny,Lapu-Lapu,Layla,Lolita,Xavier,Alice,Diggie,Lesley,Minsitthar,Pharsa
Match_248,Aamon,Jawhead,Khufra,Layla,Valentina,Argus,Claude,Julian,Minsitthar,Xavier
Match_249,Diggie,Hayabusa,Joy,Khufra,Layla,Arlott,Atlas,Brody,Dyrroth,Xavier
Match_250,Brody,Franco,Lapu-Lapu,Ling,Yve,Alpha,Hayabusa,Kadita,Minsitthar,Wanwan
Match_251,Esmeralda,Hayabusa,Layla,Minsitthar,Pharsa,Estes,Fredrinn,Valentina,Wanwan,Zilong
Match_252,Badang,Dyrroth,Estes,Miya,Vale,Atlas,Hayabusa,Layla,Valentina,Zilong
Match_253,Hayabusa,Khufra,Layla,Minsitthar,Xavier,Claude,Grock,Lesley,Tigreal,Valentina
Match_254,Edith,Franco,Hayabusa,Layla,Xavier,Kagura,Lesley,Saber,Selena,Terizla
Match_255,Beatrix,Diggie,Hanzo,Yu Zhong,Yve,Dyrroth,Kimmy,Lolita,Minsitthar,Wanwan
Match_256,Chou,Joy,Layla,Lolita,Thamuz,Brody,Kagura,Khufra,Lapu-Lapu,Martis
Match_257,Diggie,Kagura,Layla,Martis,Masha,Beatrix,Granger,Khufra,Minsitthar,Yve
Match_258,Harley,Khufra,Lapu-Lapu,Pharsa,Wanwan,Kaja,Ling,Melissa,Terizla,Xavier
Match_259,Cecilion,Chou,Guinevere,Lesley,Yi Sun-shin,Brody,Johnson,Kadita,Lancelot,Yu Zhong
Match_260,Badang,Johnson,Lesley,Yin,Yve,Aamon,Claude,Franco,Harley,Lapu-Lapu
Match_261,Harith,Harley,Lapu-Lapu,Melissa,Minsitthar,Benedetta,Claude,Edith,Hanzo,Lunox
Match_262,Franco,Hanzo,Harley,Kaja,Wanwan,Aamon,Julian,Khufra,Melissa,Yu Zhong
Match_263,Claude,Franco,Harley,Kimmy,Lancelot,Freya,Khufra,Lylia,Martis,Wanwan
Match_264,Esmeralda,Harley,Khufra,Lesley,Pharsa,Atlas,Claude,Fredrinn,Kimmy,Valentina
Match_265,Brody,Chou,Ling,Ruby,Valentina,Beatrix,Freya,Julian,Khufra,Nana
Match_266,Freya,Kagura,Lesley,Lolita,Martis,Alucard,Brody,Faramis,Harley,Khaleed
Match_267,Badang,Harley,Moskov,Tigreal,Yi Sun-shin,Hayabusa,Lapu-Lapu,Minsitthar,Pharsa,Wanwan
Match_268,Franco,Freya,Harith,Melissa,Yve,Alpha,Arlott,Beatrix,Kadita,Lunox
Match_269,Fredrinn,Harley,Khufra,Moskov,Valentina,Brody,Fanny,Kagura,Minsitthar,Selena
Match_270,Aldous,Brody,Harley,Minsitthar,Valentina,Edith,Fredrinn,Nana,Natan,Rafaela
Match_271,Brody,Freya,Hanzo,Kagura,Lapu-Lapu,Chou,Harley,Hayabusa,Khufra,Melissa
Match_272,Beatrix,Grock,Minsitthar,Xavier,Yi Sun-shin,Diggie,Hayabusa,Moskov,Valentina,Yin
Match_273,Claude,Faramis,Harley,Kadita,Lapu-Lapu,Clint,Grock,Irithel,Kagura,Minsitthar
Match_274,Freya,Harley,Khufra,Moskov,Vale,Atlas,Chou,Clint,Fanny,Valentina
Match_275,Faramis,Freya,Harley,Irithel,Yi Sun-shin,Aldous,Brody,Jawhead,Lunox,Selena
Match_276,Cecilion,Franco,Harley,Terizla,Wanwan,Brody,Edith,Minotaur,Xavier,Yi Sun-shin
Match_277,Balmond,Claude,Diggie,Grock,Harley,Beatrix,Helcurt,Mathilda,Paquito,Yve
Match_278,Atlas,Faramis,Hanabi,Hayabusa,Yu Zhong,Clint,Diggie,Freya,Lancelot,Odette
Match_279,Cecilion,Claude,Mathilda,Minsitthar,Saber,Aamon,Beatrix,Freya,Kadita,Xavier
Match_280,Esmeralda,Minsitthar,Moskov,Rafaela,Xavier,Hanabi,Joy,Mathilda,Pharsa,Yi Sun-shin
Match_281,Chou,Gloo,Julian,Vexana,Wanwan,Claude,Edith,Hilda,Martis,Vale
Match_282,Hayabusa,Lesley,Mathilda,Valir,X.Borg,Akai,Brody,Edith,Kadita,Pharsa
Match_283,Badang,Beatrix,Ling,Lunox,Selena,Clint,Franco,Harley,Nana,Terizla
Match_284,Aldous,Beatrix,Edith,Harley,Lolita,Lapu-Lapu,Martis,Melissa,Tigreal,Xavier
Match_285,Franco,Harley,Hilda,Melissa,Pharsa,Aamon,Claude,Edith,Mathilda,Valir
Match_286,Kagura,Martis,Mathilda,Minsitthar,Moskov,Claude,Fredrinn,Gloo,Gusion,Kaja
Match_287,Aldous,Franco,Granger,Moskov,Xavier,Beatrix,Edith,Kagura,Luo Yi,Yu Zhong
Match_288,Claude,Joy,Mathilda,Ruby,Xavier,Aulus,Bruno,Estes,Moskov,Nana
Match_289,Brody,Ling,Minsitthar,Vexana,X.Borg,Gatotkaca,Kagura,Lancelot,Mathilda,Moskov
Match_290,Balmond,Hayabusa,Mathilda,Valir,Wanwan,Argus,Granger,Harley,Kagura,Minotaur
Match_291,Franco,Helcurt,Jawhead,Moskov,Valentina,Edith,Kagura,Martis,Saber,Selena
Match_292,Diggie,Hilda,Kaja,Layla,Yi Sun-shin,Akai,Badang,Beatrix,Mathilda,Valentina
Match_293,Jawhead,Lesley,Mathilda,Vale,X.Borg,Khufra,Lapu-Lapu,Martis,Natan,Valentina
Match_294,Beatrix,Franco,Harley,Martis,Nana,Brody,Diggie,Hayabusa,Jawhead,Kagura
Match_295,Claude,Franco,Gusion,Minsitthar,Odette,Hanabi,Karina,Natalia,Xavier,Yu Zhong
Match_296,Clint,Fanny,Mathilda,Xavier,Yu Zhong,Aldous,Angela,Gloo,Vexana,Wanwan
Match_297,Franco,Freya,Hanzo,Kadita,Karrie,Argus,Beatrix,Kagura,Karina,Natalia
Match_298,Aldous,Kimmy,Moskov,Pharsa,Terizla,Alucard,Claude,Faramis,Khufra,Lapu-Lapu
Match_299,Martis,Natan,Valir,Xavier,Yu Zhong,Angela,Bruno,Karrie,Minsitthar,Pharsa
Match_300,Grock,Hanzo,Kimmy,Popol and Kupa,Thamuz,Bane,Franco,Lancelot,Moskov,Valentina
Match_301,Fredrinn,Lolita,Melissa,Xavier,Yin,Aldous,Hayabusa,Kaja,Kimmy,Moskov
Match_302,Beatrix,Julian,Khufra,Lapu-Lapu,Pharsa,Aldous,Diggie,Fredrinn,Lylia,Moskov
Match_303,Aldous,Granger,Kagura,Khufra,Moskov,Badang,Claude,Hayabusa,Lolita,Pharsa
Match_304,Aldous,Claude,Kagura,Martis,Natalia,Badang,Gusion,Hanzo,Kaja,Moskov
Match_305,Claude,Julian,Kaja,Lapu-Lapu,Valentina,Badang,Chou,Ling,Lunox,Moskov
Match_306,Chou,Fredrinn,Gloo,Lunox,Moskov,Arlott,Freya,Khufra,Vexana,Wanwan
Match_307,Alice,Dyrroth,Minsitthar,Natalia,Wanwan,Franco,Gloo,Hayabusa,Karrie,Pharsa
Match_308,Chou,Fredrinn,Minsitthar,Pharsa,Wanwan,Khufra,Lancelot,Lapu-Lapu,Moskov,Xavier
Match_309,Claude,Khufra,Lapu-Lapu,Martis,Pharsa,Alice,Arlott,Grock,Julian,Moskov
Match_310,Julian,Karrie,Khufra,Pharsa,X.Borg,Alice,Beatrix,Grock,Kagura,Lancelot
Match_311,Chou,Esmeralda,Julian,Moskov,Valentina,Aamon,Claude,Dyrroth,Faramis,Kagura
Match_312,Ling,Minotaur,Minsitthar,Moskov,Pharsa,Atlas,Chou,Granger,Valentina,Wanwan
Match_313,Khufra,Lancelot,Lunox,Moskov,Popol and Kupa,Faramis,Franco,Fredrinn,Kimmy,Minsitthar
Match_314,Fredrinn,Kadita,Luo Yi,Moskov,X.Borg,Argus,Franco,Grock,Melissa,Valentina
Match_315,Angela,Arlott,Claude,Fredrinn,Pharsa,Brody,Karina,Khufra,Lapu-Lapu,Yve
Match_316,Estes,Minsitthar,Moskov,Pharsa,Valentina,Beatrix,Faramis,Hylos,Joy,Minotaur
Match_317,Edith,Lolita,Martis,Melissa,Yve,Esmeralda,Julian,Kaja,Moskov,Pharsa
Match_318,Grock,Ling,Valentina,Wanwan,Yu Zhong,Irithel,Khufra,Lancelot,Minsitthar,Xavier
Match_319,Diggie,Fredrinn,Wanwan,Yu Zhong,Yve,Arlott,Beatrix,Grock,Minsitthar,Valentina
Match_320,Edith,Fanny,Lolita,Lunox,Wanwan,Khufra,Lylia,Martis,Melissa,Minsitthar
Match_321,Atlas,Gloo,Lancelot,Wanwan,Xavier,Brody,Dyrroth,Hayabusa,Lunox,Minotaur
Match_322,Kaja,Lancelot,Lapu-Lapu,Wanwan,Xavier,Claude,Gloo,Khufra,Paquito,Valentina
Match_323,Fredrinn,Kaja,Ling,Moskov,Xavier,Lolita,Minotaur,Miya,Yu Zhong,Yve
Match_324,Brody,Kaja,Ling,Terizla,Yve,Beatrix,Kagura,Martis,Minotaur,Minsitthar
Match_325,Brody,Gloo,Kaja,Ling,Pharsa,Hanabi,Lancelot,Minotaur,Minsitthar,Vexana
Match_326,Chou,Edith,Franco,Wanwan,Xavier,Belerick,Kadita,Lapu-Lapu,Martis,Melissa
Match_327,Kaja,Lancelot,Lapu-Lapu,Valentina,Wanwan,Kagura,Martis,Melissa,Minotaur,Thamuz
Match_328,Chou,Kaja,Lapu-Lapu,Pharsa,Wanwan,Aamon,Cecilion,Gloo,Lesley,Minsitthar
Match_329,Hayabusa,Kaja,Lapu-Lapu,Valentina,Wanwan,Aamon,Clint,Minotaur,Minsitthar,Vale
Match_330,Fredrinn,Gloo,Lolita,Pharsa,Wanwan,Franco,Kimmy,Lylia,Terizla,Yin
Match_331,Fredrinn,Joy,Minotaur,Pharsa,Wanwan,Cecilion,Hilda,Kaja,Layla,Saber
Match_332,Fanny,Kaja,Khaleed,Wanwan,Yve,Brody,Faramis,Franco,Lancelot,Terizla
Match_333,Lancelot,Minotaur,Terizla,Valentina,Wanwan,Beatrix,Gloo,Khufra,Lunox,Martis
Match_334,Brody,Kaja,Lancelot,Lapu-Lapu,Valentina,Fredrinn,Minsitthar,Natan,Terizla,Valir
Match_335,Julian,Kaja,Lancelot,Masha,Melissa,Brody,Helcurt,Khaleed,Minsitthar,Valir
Match_336,Franco,Fredrinn,Lunox,Wanwan,Yu Zhong,Hanabi,Hilda,Martis,Minotaur,Vexana
Match_337,Beatrix,Benedetta,Martis,Minotaur,Pharsa,Lancelot,Lolita,Melissa,Minsitthar,Yve
Match_338,Claude,Khufra,Ling,Pharsa,Phoveus,Aldous,Grock,Hanzo,Valentina,Wanwan
Match_339,Aamon,Aldous,Johnson,Kadita,Wanwan,Arlott,Beatrix,Franco,Ling,Valentina
Match_340,Akai,Benedetta,Claude,Fanny,Valentina,Aamon,Aldous,Grock,Harith,Wanwan
Match_341,Aldous,Hanzo,Johnson,Kadita,Wanwan,Akai,Claude,Grock,Minsitthar,Valentina
Match_342,Aldous,Hanzo,Johnson,Kadita,Wanwan,Chou,Kaja,Martis,Pharsa,Yu Zhong
Match_343,Aldous,Hanzo,Johnson,Kadita,Melissa,Baxia,Claude,Kaja,Lapu-Lapu,Pharsa
Match_344,Aldous,Hanzo,Johnson,Kadita,Wanwan,Benedetta,Grock,Khufra,Moskov,Valentina
Match_345,Aldous,Hanzo,Johnson,Kadita,Wanwan,Chou,Claude,Lancelot,Phoveus,Valentina
Match_346,Aldous,Hanzo,Johnson,Kadita,Melissa,Claude,Grock,Lancelot,Lancelot,Valentina
Match_347,Aldous,Hanzo,Johnson,Kadita,Wanwan,Brody,Franco,Lancelot,Minsitthar,Pharsa
Match_348,Aamon,Aldous,Johnson,Kadita,Wanwan,Akai,Beatrix,Grock,Minsitthar,Valentina
Match_349,Akai,Gloo,Melissa,Xavier,Yi Sun-shin,Badang,Brody,Franco,Hayabusa,Lunox
Match_350,Atlas,Edith,Hayabusa,Valentina,Wanwan,Arlott,Beatrix,Franco,Martis,Pharsa
Match_351,Aulus,Brody,Gloo,Harley,Kaja,Karrie,Lolita,Martis,Xavier,Yin
Match_352,Beatrix,Dyrroth,Selena,Xavier,Yi Sun-shin,Gloo,Hanabi,Johnson,Lancelot,Valentina
Match_353,Aldous,Estes,Lapu-Lapu,Lunox,Moskov,Brody,Gatotkaca,Lancelot,Minsitthar,Xavier
Match_354,Alucard,Claude,Lolita,Pharsa,Terizla,Franco,Lancelot,Lesley,Martis,Valir
Match_355,Alice,Belerick,Gloo,Lesley,Xavier,Franco,Irithel,Kagura,Lancelot,Minsitthar
Match_356,Aldous,Fredrinn,Karrie,Lylia,Yve,Dyrroth,Franco,Lapu-Lapu,Pharsa,Wanwan
Match_357,Aldous,Karrie,Lapu-Lapu,Selena,Vexana,Bane,Beatrix,Chou,Lancelot,Lolita
Match_358,Badang,Joy,Kaja,Moskov,Pharsa,Aldous,Khufra,Martis,Melissa,Valir
Match_359,Aldous,Jawhead,Khufra,Miya,Xavier,Claude,Grock,Martis,Minsitthar,Zhask
Match_360,Argus,Brody,Kaja,Lancelot,Yve,Fanny,Franco,Jawhead,Karrie,Xavier
Match_361,Franco,Ling,Martis,Melissa,Xavier,Aldous,Cecilion,Hayabusa,Kadita,Karrie
Match_362,Aldous,Faramis,Karrie,Lancelot,Rafaela,Dyrroth,Franco,Hanabi,Martis,Vale
Match_363,Aldous,Kadita,Martis,Pharsa,Wanwan,Faramis,Joy,Karrie,Lancelot,Valir
Match_364,Grock,Kadita,Moskov,Yi Sun-shin,Yve,Aldous,Change,Claude,Granger,Khufra
Match_365,Esmeralda,Ling,Melissa,Selena,Valentina,Claude,Jawhead,Joy,Khufra,Pharsa
Match_366,Aldous,Kadita,Kaja,Karrie,Lancelot,Atlas,Granger,Joy,Lesley,Yve
Match_367,Karrie,Ling,Lolita,Terizla,Xavier,Aldous,Claude,Fanny,Khufra,Pharsa
Match_368,Aldous,Karrie,Lancelot,Lolita,Valentina,Chou,Fanny,Joy,Miya,Xavier
Match_369,Bane,Brody,Kagura,Khufra,Lapu-Lapu,Aldous,Chou,Esmeralda,Hanabi,Nana
Match_370,Beatrix,Change,Edith,Esmeralda,Kadita,Aamon,Badang,Brody,Kagura,Lolita
Match_371,Akai,Beatrix,Kagura,Martis,Minotaur,Atlas,Gloo,Julian,Kadita,Natan
Match_372,Clint,Esmeralda,Kadita,Lolita,Minsitthar,Atlas,Claude,Grock,Harley,Yin
Match_373,Atlas,Brody,Edith,Gord,Gusion,Badang,Diggie,Lunox,Martis,Moskov
Match_374,Badang,Brody,Martis,Minsitthar,Yve,Alucard,Johnson,Kadita,Layla,Yu Zhong
Match_375,Aldous,Johnson,Kadita,Leomord,Lesley,Akai,Brody,Martis,Valentina,Yu Zhong
Match_376,Brody,Edith,Freya,Kadita,Valir,Aldous,Claude,Estes,Karina,Lunox
Match_377,Hanabi,Khufra,Lancelot,Martis,Vexana,Brody,Cecilion,Gusion,Saber,Sun
Match_378,Aamon,Akai,Joy,Vexana,Wanwan,Aldous,Brody,Eudora,Martis,Minsitthar
Match_379,Arlott,Brody,Hayabusa,Kadita,Lolita,Bane,Clint,Ling,Nana,Valir
Match_380,Edith,Hanabi,Ling,Vexana,X.Borg,Claude,Freya,Kadita,Minotaur,Yi Sun-shin
Match_381,Fanny,Faramis,Lapu-Lapu,Moskov,Vexana,Chou,Estes,Hanabi,Helcurt,Kadita
Match_382,Aldous,Angela,Brody,Harley,Kadita,Clint,Franco,Gloo,Martis,Vale
Match_383,Karrie,Martis,Minsitthar,Nana,Sun,Balmond,Claude,Gloo,Johnson,Kadita
Match_384,Diggie,Freya,Karrie,Minsitthar,Nana,Atlas,Badang,Fanny,Kadita,Moskov
Match_385,Akai,Aldous,Brody,Kadita,Selena,Chou,Claude,Hanzo,Martis,Vexana
Match_386,Johnson,Joy,Kadita,Wanwan,X.Borg,Aldous,Brody,Franco,Lancelot,Pharsa
Match_387,Hayabusa,Johnson,Kadita,Lesley,Thamuz,Aldous,Arlott,Atlas,Moskov,Zhask
Match_388,Beatrix,Chou,Edith,Hayabusa,Vale,Claude,Dyrroth,Fanny,Franco,Pharsa
Match_389,Brody,Lapu-Lapu,Lolita,Martis,Pharsa,Edith,Estes,Harley,Melissa,Valentina
Match_390,Edith,Martis,Minsitthar,Miya,Pharsa,Aamon,Joy,Kaja,Karrie,Lylia
Match_391,Brody,Edith,Fredrinn,Masha,Odette,Atlas,Claude,Harley,Karrie,Minsitthar
Match_392,Claude,Hanzo,Khufra,Lapu-Lapu,Valentina,Brody,Edith,Kimmy,Lancelot,Minsitthar
Match_393,Brody,Edith,Gloo,Hanzo,Xavier,Claude,Fanny,Franco,Pharsa,Terizla
Match_394,Claude,Hanzo,Harith,Lolita,Minsitthar,Angela,Edith,Lancelot,Lesley,Vale
Match_395,Edith,Kaja,Lancelot,Moskov,Xavier,Cyclops,Franco,Hanzo,Karrie,Minsitthar
Match_396,Dyrroth,Khufra,Martis,Wanwan,Yve,Beatrix,Edith,Hanzo,Julian,Lolita
Match_397,Carmilla,Clint,Edith,Yi Sun-shin,Zhask,Arlott,Brody,Estes,Kagura,Martis
Match_398,Dyrroth,Hanabi,Khufra,Kimmy,Roger,Beatrix,Edith,Estes,Julian,Valentina
Match_399,Edith,Estes,Kimmy,Popol and Kupa,Xavier,Fanny,Julian,Lesley,Minsitthar,Valentina
Match_400,Edith,Franco,Lancelot,Luo Yi,Wanwan,Aldous,Kimmy,Lesley,Lylia,Selena
Match_401,Akai,Claude,Edith,Estes,Valentina,Grock,Kaja,Ling,Moskov,Yve
Match_402,Beatrix,Edith,Kaja,Pharsa,Yi Sun-shin,Belerick,Change,Helcurt,Lapu-Lapu,Melissa
Match_403,Edith,Helcurt,Hilda,Melissa,Pharsa,Badang,Harley,Kadita,Lancelot,Moskov
Match_404,Hayabusa,Karrie,Lapu-Lapu,Selena,Valentina,Cecilion,Edith,Franco,Lancelot,Moskov
Match_405,Badang,Hayabusa,Kaja,Wanwan,Xavier,Atlas,Hanabi,Harley,Kagura,Lapu-Lapu
Match_406,Hanabi,Harley,Kagura,Lolita,Paquito,Dyrroth,Khufra,Lesley,Martis,Valentina
Match_407,Atlas,Grock,Harley,Kagura,Melissa,Franco,Hanabi,Lesley,Minsitthar,Nana
Match_408,Claude,Harley,Kagura,Lolita,Terizla,Fanny,Khufra,Lapu-Lapu,Melissa,Valentina
Match_409,Atlas,Cyclops,Edith,Julian,Lesley,Dyrroth,Kagura,Karrie,Minotaur,Terizla
Match_410,Brody,Fredrinn,Helcurt,Kaja,Valentina,Hanabi,Hanzo,Kagura,Minotaur,Yu Zhong
Match_411,Esmeralda,Hanabi,Hanzo,Kagura,Minotaur,Kaja,Lapu-Lapu,Ling,Lunox,Wanwan
Match_412,Beatrix,Faramis,Hayabusa,Lapu-Lapu,Lolita,Hanzo,Kagura,Minotaur,Terizla,Wanwan
Match_413,Beatrix,Diggie,Hayabusa,Terizla,Valentina,Faramis,Hanabi,Kagura,Minotaur,Yin
Match_414,Hanabi,Hanzo,Kagura,Minotaur,Terizla,Angela,Lapu-Lapu,Martis,Moskov,Valentina
Match_415,Hanzo,Kadita,Kagura,Masha,Moskov,Cecilion,Gloo,Karrie,Khufra,Yi Sun-shin
Match_416,Julian,Khaleed,Khufra,Melissa,Yi Sun-shin,Kagura,Kaja,Ling,Moskov,Uranus
Match_417,Brody,Dyrroth,Hanzo,Kagura,Kaja,Beatrix,Gloo,Lapu-Lapu,Martis,Xavier
Match_418,Beatrix,Kagura,Khufra,Martis,Paquito,Grock,Kimmy,Lancelot,Lapu-Lapu,Lesley
Match_419,Grock,Kaja,Ling,Valentina,Wanwan,Beatrix,Franco,Kagura,Lancelot,Terizla
Match_420,Arlott,Hayabusa,Kadita,Kagura,Karrie,Franco,Grock,Lancelot,Melissa,Pharsa
Match_421,Beatrix,Faramis,Hayabusa,Kagura,Yu Zhong,Arlott,Khufra,Lancelot,Melissa,Xavier
Match_422,Beatrix,Hayabusa,Kagura,Khufra,Terizla,Brody,Chou,Fredrinn,Martis,Valentina
Match_423,Aamon,Franco,Kagura,Lesley,Thamuz,Brody,Dyrroth,Helcurt,Minsitthar,Pharsa
Match_424,Bane,Claude,Gloo,Hilda,Ling,Aamon,Franco,Kagura,Moskov,Thamuz
Match_425,Chou,Gord,Joy,Lesley,Lunox,Esmeralda,Floryn,Hanabi,Ling,Pharsa
Match_426,Floryn,Fredrinn,Hilda,Lesley,Xavier,Beatrix,Esmeralda,Faramis,Kaja,Ling
Match_427,Akai,Beatrix,Dyrroth,Floryn,Kagura,Kaja,Lapu-Lapu,Ling,Moskov,Pharsa
Match_428,Floryn,Kagura,Lancelot,Lapu-Lapu,Wanwan,Claude,Fredrinn,Kadita,Xavier,Yu Zhong
Match_429,Beatrix,Fanny,Khufra,Lapu-Lapu,Yve,Claude,Floryn,Hanzo,Lunox,Minsitthar
Match_430,Brody,Floryn,Fredrinn,Valentina,Yin,Joy,Kaja,Lapu-Lapu,Melissa,Pharsa
Match_431,Floryn,Hayabusa,Karrie,Xavier,Yu Zhong,Lapu-Lapu,Lesley,Lunox,Minsitthar,Yve
Match_432,Faramis,Floryn,Jawhead,Karina,Melissa,Claude,Fanny,Kadita,Khufra,Yu Zhong
Match_433,Gloo,Hanabi,Joy,Lolita,Yi Sun-shin,Claude,Floryn,Helcurt,Lunox,Minsitthar
Match_434,Alice,Claude,Granger,Kaja,Xavier,Floryn,Martis,Melissa,Pharsa,Yu Zhong
Match_435,Floryn,Lancelot,Lapu-Lapu,Moskov,Xavier,Estes,Julian,Lesley,Minsitthar,Yi Sun-shin
Match_436,Claude,Floryn,Lolita,Saber,Xavier,Arlott,Khufra,Ling,Moskov,Pharsa
Match_437,Irithel,Kadita,Minsitthar,Phoveus,Yve,Floryn,Lapu-Lapu,Lesley,Miya,Valentina
Match_438,Atlas,Badang,Martis,Moskov,Valentina,Floryn,Grock,Hilda,Lesley,Xavier
Match_439,Grock,Kaja,Ling,Pharsa,Wanwan,Akai,Floryn,Lapu-Lapu,Lesley,Xavier
Match_440,Arlott,Barats,Beatrix,Change,Floryn,Atlas,Hayabusa,Minsitthar,Moskov,Valentina
Match_441,Hanzo,Joy,Khufra,Lesley,Yu Zhong,Beatrix,Floryn,Hayabusa,Minsitthar,Valentina
Match_442,Kimmy,Pharsa,Rafaela,Yi Sun-shin,Zhask,Akai,Edith,Floryn,Hanabi,Kadita
Match_443,Bruno,Ling,Lolita,Minsitthar,Valentina,Beatrix,Edith,Kimmy,Martis,Pharsa
Match_444,Beatrix,Khufra,Ling,Terizla,Valentina,Brody,Chou,Cyclops,Fanny,Lapu-Lapu
Match_445,Beatrix,Faramis,Joy,Lapu-Lapu,Saber,Fanny,Franco,Julian,Moskov,Xavier
Match_446,Diggie,Gloo,Kagura,Moskov,Yin,Esmeralda,Kaja,Karina,Natan,Xavier
Match_447,Edith,Joy,Khufra,Layla,Xavier,Claude,Estes,Gord,Grock,Martis
Match_448,Franco,Gloo,Kagura,Minsitthar,Moskov,Benedetta,Claude,Dyrroth,Pharsa,Selena
Match_449,Brody,Franco,Gloo,Jawhead,Xavier,Beatrix,Freya,Kadita,Kimmy,Tigreal
Match_450,Helcurt,Hilda,Lesley,Minsitthar,Pharsa,Arlott,Eudora,Hanabi,Khufra,Ling
Match_451,Alucard,Arlott,Lesley,Minsitthar,Yve,Akai,Claude,Freya,Joy,Xavier
Match_452,Kaja,Kimmy,Melissa,Valentina,Yu Zhong,Claude,Edith,Khufra,Lancelot,Pharsa
Match_453,Joy,Khufra,Moskov,Pharsa,Terizla,Esmeralda,Kaja,Karrie,Ling,Valentina
Match_454,Khufra,Lapu-Lapu,Martis,Moskov,Pharsa,Hayabusa,Kaja,Valentina,Wanwan,Yu Zhong
Match_455,Brody,Gloo,Khufra,Ling,Xavier,Arlott,Masha,Minotaur,Nana,Popol and Kupa
Match_456,Gloo,Kimmy,Minotaur,Nana,Popol and Kupa,Beatrix,Hanzo,Lapu-Lapu,Lolita,Valentina
Match_457,Gloo,Kimmy,Minotaur,Nana,Popol and Kupa,Atlas,Brody,Lancelot,Lancelot,Valentina
Match_458,Gloo,Joy,Minotaur,Nana,Popol and Kupa,Arlott,Hanzo,Kadita,Kaja,Moskov
Match_459,Joy,Masha,Minotaur,Nana,Popol and Kupa,Arlott,Gloo,Lunox,Martis,Moskov
Match_460,Clint,Cyclops,Fanny,Jawhead,Johnson,Brody,Kimmy,Martis,Minotaur,Nana
Match_461,Beatrix,Cecilion,Chou,Lancelot,Minsitthar,Claude,Kimmy,Minotaur,Nana,Yu Zhong
Match_462,Claude,Faramis,Franco,Kimmy,Thamuz,Alice,Clint,Grock,Karina,Minsitthar
Match_463,Atlas,Clint,Julian,Vale,Yi Sun-shin,Alice,Brody,Khufra,Nana,Ruby
Match_464,Cyclops,Franco,Lesley,Martis,Terizla,Arlott,Kagura,Khufra,Moskov,Ruby
Match_465,Brody,Chou,Khufra,Ruby,Xavier,Gloo,Ling,Mathilda,Moskov,Valentina
Match_466,Brody,Cecilion,Khufra,Lapu-Lapu,Ruby,Claude,Lolita,Lylia,Martis,X.Borg
Match_467,Bane,Brody,Kadita,Kimmy,Ruby,Beatrix,Chou,Martis,Pharsa,Yin
Match_468,Chou,Fanny,Floryn,Lesley,Xavier,Claude,Kadita,Kagura,Kimmy,Ruby
Match_469,Brody,Gloo,Khufra,Ruby,Xavier,Bane,Kaja,Karina,Layla,Pharsa
Match_470,Angela,Bruno,Ling,Phoveus,Xavier,Benedetta,Masha,Minsitthar,Moskov,Valentina
Match_471,Joy,Khufra,Natan,Pharsa,Ruby,Aamon,Edith,Kaja,Melissa,Valir
Match_472,Badang,Beatrix,Fredrinn,Odette,Selena,Brody,Change,Faramis,Martis,Ruby
Match_473,Brody,Khaleed,Lancelot,Ruby,Valir,Lapu-Lapu,Ling,Melissa,Minsitthar,Xavier
Match_474,Aamon,Kadita,Melissa,Pharsa,Yu Zhong,Esmeralda,Hanzo,Minsitthar,Ruby,Yve
Match_475,Brody,Khufra,Lapu-Lapu,Roger,Valentina,Esmeralda,Hilda,Kagura,Lesley,Ruby
Match_476,Bane,Beatrix,Fanny,Lolita,Lunox,Atlas,Esmeralda,Ruby,Valentina,Wanwan
Match_477,Claude,Esmeralda,Gord,Kadita,Ruby,Brody,Helcurt,Selena,Xavier,Yu Zhong
Match_478,Bruno,Floryn,Julian,Yin,Yve,Arlott,Hayabusa,Minsitthar,Pharsa,Wanwan
Match_479,Fredrinn,Khufra,Moskov,Nana,Ruby,Hayabusa,Hylos,Julian,Lapu-Lapu,Melissa
Match_480,Arlott,Khufra,Moskov,Pharsa,Ruby,Brody,Gusion,Hayabusa,Kaja,Valentina
Match_481,Esmeralda,Franco,Hanabi,Yi Sun-shin,Yve,Aamon,Edith,Grock,Moskov,Xavier
Match_482,Akai,Beatrix,Esmeralda,Joy,Lancelot,Eudora,Franco,Moskov,Uranus,Yin
Match_483,Beatrix,Hayabusa,Hilda,Selena,Xavier,Aldous,Bruno,Cyclops,Franco,Kimmy
Match_484,Brody,Julian,Martis,Minotaur,Pharsa,Akai,Atlas,Beatrix,Valentina,Zilong
Match_485,Chou,Eudora,Layla,Saber,Selena,Khufra,Martis,Melissa,Pharsa,Zilong
Match_486,Khufra,Lunox,Martis,Miya,Zilong,Akai,Brody,Jawhead,Kaja,Valentina
Match_487,Akai,Arlott,Brody,Kaja,Lunox,Claude,Faramis,Franco,Lancelot,X.Borg
Match_488,Akai,Gloo,Harley,Karrie,Minsitthar,Brody,Cecilion,Esmeralda,Selena,Yi Sun-shin
